Title,Technology Broad Category,Technology Mid-Type,Technology Sub-Type,Status,Description,Rated Power (kW),Duration (hours),Latitude,Longitude,Image,Service / Use Cases,Street Address,City,State,Postal Code,Country,URL,Announced,Commissioned,Constructed,Decommissioned,isoRto,Utility,Utility Type,Grid Interconnection,Paired Grid Resource,Ownership Model,Equity Owner 1,Equity Owner 1 Percent,Equity Owner 2,Equity Owner 2 Percent,Energy Storage Technology Provider,Power Electronics Provider,Integrator Company,O&M Contractor,Developer,EPC 1,EPC 2,EPC 3,Debt Provider,Projected Project Lifetime (Years),Performance,Capital Expenditure,Operating Expense,Funding Source 1,Funding Source Detail 1,Funding Amount 1,Funding Source 2,Funding Source Detail 2,Funding Amount 2,Funding Source 3,Funding Source Detail 3,Funding Amount 3,Research Institution,Research Description,Research Institution URL,Contact Name,Contact Email,Contact Phone,Contact Street Address,Contact City,Contact State/Province,Contact Zip,Contact Country,Black Start,Demand Response,Distribution upgrade due to solar,Distribution upgrade due to wind,Electric Bill Management,Electric Bill Management with Renewables,Electric Energy Time Shift,Electric Supply Capacity,Electric Supply Reserve Capacity - Non-Spinning,Electric Supply Reserve Capacity - Spinning,Frequency Regulation,Grid-Connected Commercial (Reliability & Quality),Grid-Connected Residential (Reliability),Load Following (Tertiary Balancing),Microgrid Capability,On-Site Power,Onsite Renewable Generation Shifting,Ramping,Renewables Capacity Firming,Renewables Energy Time Shift,Resiliency,Stationary Transmission/Distribution Upgrade Deferral,Transmission Congestion Relief,Transmission Support,Transmission upgrades due to solar,Transmission upgrades due to wind,Transportable Transmission/Distribution Upgrade Deferral,Transportation Services,Voltage Support,qqqq,rrrr
Taunton/Berkley Community Microgrid (MASS DOER Community Resiliency),Electro-chemical,Lithium-ion Battery,Lithium-ion Battery,Announced,Community Microgrid including (1) Middle School - shelter (2) Emergency Services Building - Police and Fire (3) Community School - shelter (4) Municipal fueling station/pump (5) Police/fire radio repeater. Funding provided by Massachusetts Department of Energy Resources - Community Clean Energy Resiliency Initiative: Round 1 Project Implementation Awards,1,0,42,-71,,"Resiliency, Microgrid Capability, ",,Taunton/Berkley,Massachusetts,,United States,http://www.mass.gov/eea/energy-utilities-clean-tech/renewable-energy/resiliency/resiliency-initiative.html,25-09-2014,,,,ISO-NE,,,,"Solar PV (existing), Diesel Generators (existing)",Customer-Owned,Taunton/Berkley,0,,,,,,,,,,,,0,,0,0,State/Provincial/Regional Grant,Massachusetts Department of Energy Resources - Community Clean Energy Resiliency Initiative: Round 1 Project Implementation Awards,1455000,,,0,,,0,,,,,,,,,,,,0,0,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,,
Boston Community Centers (MASS DOER Community Resiliency),Electro-chemical,Lithium-ion Battery,Lithium-ion Battery,Announced,(1) Shelburne Community Center - shelter (2) Roslindale Community Center - shelter (3) Tobin Community Center - shelter (4) Curtis Hall Community Center - shelter. Funding provided by Massachusetts Department of Energy Resources - Community Clean Energy Resiliency Initiative: Round 1 Project Implementation Awards,1,0,42,-71,,"Resiliency, Microgrid Capability, ",,Boston,Massachusetts,,United States,http://www.mass.gov/eea/energy-utilities-clean-tech/renewable-energy/resiliency/resiliency-initiative.html,25-09-2014,,,,ISO-NE,,,,Solar PV,Customer-Owned,City of Boston,0,,,,,,,,,,,,0,,0,0,State/Provincial/Regional Grant,Massachusetts Department of Energy Resources - Community Clean Energy Resiliency Initiative: Round 1 Project Implementation Awards,1320000,,,0,,,0,,,,,,,,,,,,0,0,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,,
Northampton Fire Department HQ (MASS DOER Community Resiliency),Electro-chemical,Lithium-ion Battery,Lithium-ion Battery,Announced,"&lt;p&gt;Solar and storage based islandable fire station, that incorporates existing backup generation for further resiliency. Funding provided by Massachusetts Department of Energy Resources - Community Clean Energy Resiliency Initiative: Round 1 Project Implementation Awards&lt;/p&gt;",1,0,42,-73,,"Resiliency, Microgrid Capability, ",,Northampton,Massachusetts,,United States,http://www.mass.gov/eea/energy-utilities-clean-tech/renewable-energy/resiliency/resiliency-initiative.html,25-09-2014,,,,ISO-NE,,Investor Owned,Transmission,"Solar PV, Diesel Generators (existing)",Customer-Owned,City of Northampton,0,,,,,,,,,,,,0,,0,0,State/Provincial/Regional Grant,Massachusetts Department of Energy Resources - Community Clean Energy Resiliency Initiative: Round 1 Project Implementation Awards,525401,,,0,,,0,,,,,,,,,,,,0,0,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,,
Prineville Pumped Storage,Pumped Hydro Storage,Open-loop Pumped Hydro Storage,Open-loop Pumped Hydro Storage,Announced,"Pumped storage project in early feasibility stage, utilizing Prineville Reservoir as lower reservoir.",150000,8.2,44.0978126,-120.1,,"Electric Supply Capacity, Electric Supply Reserve Capacity - Spinning, Electric Supply Reserve Capacity - Non-Spinning, Renewables Capacity Firming, Renewables Energy Time Shift, ",,Crook County,Oregon,,United States,http://gridflexenergy.com,25-10-2013,,,,,,,,,Third-Party-Owned,"Gridflex Energy, LLC Principals",0,,,,,,,,,,,,90,,0,0,,,0,,,0,,,0,,,,,,,,,,,,0,0,False,False,False,False,False,True,True,True,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,,
Kingdom of Jordan - NEPCO ,Electro-chemical,Lithium-ion Battery,Lithium-ion Battery,Announced,"Jordanâ€™s state power company, NEPCO (National Electric Company), plans to deploy 20 MW of battery-based energy storage, which will be aimed at easing the integration of wind and solar into the countryâ€™s energy networks.  AES and NEPCO signed a Memorandum of Understanding (MoU) for the project, which would make the Kingdom something of an early leader in energy storage in the wider region. The system, utilizing AESâ€™ Advancion platform, will be able to draw power from the grid as well as push it out, meaning the batteries will serve as an effective 40MW of flexibility resources.",20000,0,30.585164,36.24,,"Electric Energy Time Shift, Grid-Connected Commercial (Reliability &amp; Quality), Grid-Connected Residential (Reliability), Renewables Capacity Firming, Renewables Energy Time Shift, ",,Jordan,Jordan,,Jordan,http://storage.pv-tech.org/news/kingdom-of-jordan-signs-mou-for-20mw-of-grid-connected-storage-from-aes,25-10-2015,,,,,National Electric Company of Jordan (NEPCO),Federally Owned,,,Third-Party-Owned,National Electric Company of Jordan (NEPCO),0,,,AES Corporation,,,,,,,,,0,,0,0,,,0,,,0,,,0,,,,,,,,,,,,0,0,False,False,False,False,True,False,False,False,False,True,True,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,,
Charlotte Hobbs Memorial Library - JuiceBox Energy,Electro-chemical,Electro-chemical,Lithium-ion Battery,Operational,"JuiceBox Energy and ReVision Energy have embarked upon a unique installation of an 8.1 KW solar panel array and an innovative energy storage system at the Charlotte Hobbs Memorial Library in Lovell, Maine. The 115-year-old library is being outfitted with the latest in high-tech energy storage that supports the board of trusteesâ€™ mission statement to combine the traditional role of the institution with a commitment to reducing the buildingâ€™s carbon footprint. Funded by an anonymous donor, this project provides the library with integrated solar and energy storage to reduce grid reliance, lower costs, and ensure emergency standby electricity. The combined system consists of 27 high-efficiency solar panels and the intelligent JuiceBox Energy Storage solution  that can be controlled over a cellular, cloud-based network.",6,1.73,44,-71,,"Electric Bill Management with Renewables, Grid-Connected Commercial (Reliability &amp; Quality), Renewables Energy Time Shift, Resiliency, ",227 Main St,Lovell,Maine,4051,United States,http://www.prweb.com/releases/2016/02/prweb13234991.htm,26-02-2016,,,,ISO-NE,Central Maine Power (subsidiary of Iberdrola),Investor Owned,Secondary Distribution,8.1 kW Solar Array,Customer-Owned,Charlotte Hobbs Memorial Library,100,,,"JuiceBox Energy, Inc.",SolarEdge,ReVision Energy,,,,,,,0,,0,0,Private/Third Party Grant,Funded by an anonymous donor,0,,,0,,,0,,,,,,,,,,,,0,0,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,,
SOPRA: Food-processing factory Sustainable Powerplant,Electro-chemical,Lithium-ion Battery,Lithium Iron Phosphate Battery,Operational,"Alfen recently developed the Sustainable Off-grid Power Station for Rural Applications (SOPRA) which provides for autonomous energy grids at locations where this was not previously feasible. The basic solution comprises a number of transformers, a battery pack and an advanced regulating system for the batteries, which is very mobile. The solution can therefore be used anywhere in the world. The system pays for itself within only a few years, as it replaces the expenditure on conventional energy sources such as oil and candles. Thanks to these savings in fuel costs, a SOPRA system is the ideal solution for even the poorest of countries.  The use of Lithium-ion batteries makes the SOPRA concept 10 times as compact as existing systems, so that the storage technology for approximately 10,000 users fits in a single 20 foot container. The choice for this type of battery also gives the system a long working life, while the batteries can be simply recycled.  The system works using solar energy, wind energy or water energy, but also with conventional energy sources as backup. The great advantage is that the sustainably generated energy is stored in the battery pack, rather than being lost. Due to various management and communication systems being integrated in the SOPRA concept, users can pay in a number of ways, consumption can be regulated and the system can be remote controlled. Alfen supplies the SOPRA concept on a turnkey basis, including the sustainable energy generation, the energy storage, the distribution network, the management and service and maintenance.",1100,2,6.9098333,3.26,,"On-Site Power, ",,Ogun State,Ogun State,,Nigeria,http://www.alfen.com/en/products/text/sopra/35,26-06-2014,,01-01-2015,,,,Cooperative (Customer Owned),,,Customer-Owned,Confidential,100,,,Valence Technology,ALFEN,ALFEN,ALFEN,ALFEN,,,,,20,,0,0,,,0,,,0,,,0,,,,,,,,,,,,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,,
ACEA Raffineria Substation Smart Grid ,Electro-chemical,Lithium-ion Battery,Lithium Ion Titanate Battery,Operational,"Toshiba Corporation announced that its Italian power systems subsidiary, Ansaldo Trasmissione &amp;amp; Distribuzione S.p.A (Ansaldo T&amp;amp;D), has won a contract to supply a key element of a smart grid system to Rome-based ACEA Distribuzione S.p.A (Gruppo ACEA), one of Italyâ€™s public utilities. Installation of the equipment will start in December 2011 and it is expected to be commissioned and on line by the end of spring 2012. The system to be supplied by Ansaldo T&amp;amp;D comprises a 10kW photovoltaic (PV) power generation system; a 45kWh SCiBâ„¢, Toshibaâ€™s breakthrough rechargeable lithium-ion battery; chargers for electric vehicles (EV); and the overall system monitoring and control unit (Î¼EMS). Once installed at Raffineria, an ACEA substation in Rome, the system will provide an integrated solution for generating (PV), storing (SCiBâ„¢) and delivering electricity to charge EV. Such charging stations are seen as an integral part of smart grids and the next generation smart community concept for interactive power generation and distribution.",10,4.5,42,12,,"Onsite Renewable Generation Shifting, Transportation Services, ",,Raffineria,Rome,,Italy,http://www.toshiba.co.jp/about/press/2011_09/pr2601.htm,26-09-2011,,31-12-2011,,,ACEA Distribuzione S.p.A,Investor Owned,,"10 kW PV, EV Chargers",Utility-Owned,ACEA Distribuzione S.p.A,0,,,Toshiba,Â Landis+Gyrâ€™s,,,,,,,,0,,0,0,,,0,,,0,,,0,,,,,,,,,,,,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,,
"NextEra Canada Development &amp; Acquisitions, Inc.-Elmira",Electro-chemical,Lithium-ion Battery,Lithium-ion Battery,Announced,"&lt;p&gt;NextEra Energy Canadaâ€™s Elmira energy storage project will utilize lithium ion batteries to store energy produced during off-peak demand periods in order to re-inject that electricity into the system during times of peak demand, as instructed by the IESO. Each project will be designed to deliver up to 2,000 kilowatts of power for up to four hours. The projects are located in close proximity to existing distribution facilities where they will connect to the local distribution grid. In addition to the batteries, the projects will also include the required inverters, transformers, and associated power equipment to efficiently and safely move&lt;br /&gt;electricity on or off the grid.&lt;/p&gt;",2000,4,51,-85,,"Stationary Transmission/Distribution Upgrade Deferral, ",,Ontario,Ontario,,Canada,http://www.ieso.ca/Documents/media/Backgrounder-Energy-Storage-Procurement-PhaseII.pdf,26-11-2015,,,,IESO,,Investor Owned,Transmission,,Third-Party-Owned,NextEra Energy Canada,0,,,,,,,,,,,,0,,0,0,,,0,,,0,,,0,,,,,,,,,,,,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,,
Green Charge Networks GreenStation Announced 19,Electro-chemical,Lithium-ion Battery,Lithium-ion Battery,Announced,"Green Charge Networks installed an intelligent energy storage system.  Under the financed model, Green Charge Networks shares in the demand charge savings that the site host realizes monthly on their energy bills.   Green Charge Networks is aggregating these locations to participate in demand response programs.  The financing structure provides the site host with a zero-down, no cost turnkey energy storage solution with cost-savings and revenue-generating opportunities.",60,2,32.753413,-117.13,,"Electric Bill Management, ",4165 30th Street,San Diego,California,92104,United States,http://www.greencharge.net,27-01-2015,,,,CAISO,San Diego Gas &amp;amp; Electric (SDG&amp;amp;E),Investor Owned,Secondary Distribution,,Third-Party-Owned,Green Charge Networks,0,,,,,Green Charge Networks,,Green Charge Networks,,,,,10,,0,0,,,0,,,0,,,0,,,,,,,,,,,,0,0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,
Green Charge Networks GreenStation Announced 20,Electro-chemical,Lithium-ion Battery,Lithium-ion Battery,Announced,"Green Charge Networks installed an intelligent energy storage system.  Under the financed model, Green Charge Networks shares in the demand charge savings that the site host realizes monthly on their energy bills.   Green Charge Networks is aggregating these locations to participate in demand response programs.  The financing structure provides the site host with a zero-down, no cost turnkey energy storage solution with cost-savings and revenue-generating opportunities.",60,2,33.020912,-117.07,,"Electric Bill Management, ",11986 Bernardo Plaza Dr,San Diego,California,92128,United States,http://www.greencharge.net,27-01-2015,,,,CAISO,San Diego Gas &amp;amp; Electric (SDG&amp;amp;E),Investor Owned,Secondary Distribution,,Third-Party-Owned,Green Charge Networks,0,,,,,Green Charge Networks,,Green Charge Networks,,,,,10,,0,0,,,0,,,0,,,0,,,,,,,,,,,,0,0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,
